ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,Confraternização Universal,Confraternização Universal_lower,Confraternização Universal_upper,Dia Nacional de Zumbi e da Consciência Negra,Dia Nacional de Zumbi e da Consciência Negra_lower,Dia Nacional de Zumbi e da Consciência Negra_upper,Dia do Trabalhador,Dia do Trabalhador_lower,Dia do Trabalhador_upper,Finados,Finados_lower,Finados_upper,Independência do Brasil,Independência do Brasil_lower,Independência do Brasil_upper,Natal,Natal_lower,Natal_upper,Nossa Senhora Aparecida,Nossa Senhora Aparecida_lower,Nossa Senhora Aparecida_upper,Proclamação da República,Proclamação da República_lower,Proclamação da República_upper,Sexta-feira Santa,Sexta-feira Santa_lower,Sexta-feira Santa_upper,Tiradentes,Tiradentes_lower,Tiradentes_upper,additive_terms,additive_terms_lower,additive_terms_upper,holidays,holidays_lower,holidays_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2023-05-24,961.5806489156358,907.949336993739,1552.2865966738875,961.5806489156358,961.5806489156358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.83847335989634,260.83847335989634,260.83847335989634,0.0,0.0,0.0,260.83847335989634,260.83847335989634,260.83847335989634,0.0,0.0,0.0,1222.4191222755321
2023-05-25,964.2537379430038,935.7679747370402,1563.3724536714587,964.2537379430038,964.2537379430038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.80377596004416,280.80377596004416,280.80377596004416,0.0,0.0,0.0,280.80377596004416,280.80377596004416,280.80377596004416,0.0,0.0,0.0,1245.057513903048
2023-05-26,966.9268269703716,928.9889611945174,1561.9564686760789,966.9268269703716,966.9268269703716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274.7186836399491,274.7186836399491,274.7186836399491,0.0,0.0,0.0,274.7186836399491,274.7186836399491,274.7186836399491,0.0,0.0,0.0,1241.6455106103208
2023-05-27,969.5999159977396,277.46213630951394,899.3372721648869,969.5999159977396,969.5999159977396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-389.5642961160512,-389.5642961160512,-389.5642961160512,0.0,0.0,0.0,-389.5642961160512,-389.5642961160512,-389.5642961160512,0.0,0.0,0.0,580.0356198816884
2023-05-28,972.2730050251075,-203.43950710130565,430.08274998064365,972.2730050251075,972.2730050251075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-854.9723250476272,-854.9723250476272,-854.9723250476272,0.0,0.0,0.0,-854.9723250476272,-854.9723250476272,-854.9723250476272,0.0,0.0,0.0,117.30067997748029
2023-05-29,974.9460940524755,812.7625175510298,1455.1000604754427,974.9460940524755,974.9460940524755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.16061571668791,164.16061571668791,164.16061571668791,0.0,0.0,0.0,164.16061571668791,164.16061571668791,164.16061571668791,0.0,0.0,0.0,1139.1067097691634
2023-05-30,977.6191830798433,908.6691153887098,1559.7043770209164,977.6191830798433,977.6191830798433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264.0150724900014,264.0150724900014,264.0150724900014,0.0,0.0,0.0,264.0150724900014,264.0150724900014,264.0150724900014,0.0,0.0,0.0,1241.6342555698448
2023-05-31,980.2922721072113,915.4121001666061,1547.2138764958852,980.2922721072113,980.2922721072113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.8384733601173,260.8384733601173,260.8384733601173,0.0,0.0,0.0,260.8384733601173,260.8384733601173,260.8384733601173,0.0,0.0,0.0,1241.1307454673286
2023-06-01,982.9653611345793,930.5070729802973,1557.07823810479,982.9653611345793,982.9653611345793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.8037759594901,280.8037759594901,280.8037759594901,0.0,0.0,0.0,280.8037759594901,280.8037759594901,280.8037759594901,0.0,0.0,0.0,1263.7691370940695
2023-06-02,985.7373306378545,930.5095399061347,1574.1217834939246,985.7373306378545,985.7373306378545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274.71868363937307,274.71868363937307,274.71868363937307,0.0,0.0,0.0,274.71868363937307,274.71868363937307,274.71868363937307,0.0,0.0,0.0,1260.4560142772275
2023-06-03,988.5093001411299,287.673862861641,934.9538786440793,988.5093001411299,988.5093001411299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-389.5642961164493,-389.5642961164493,-389.5642961164493,0.0,0.0,0.0,-389.5642961164493,-389.5642961164493,-389.5642961164493,0.0,0.0,0.0,598.9450040246805
2023-06-04,991.2812696444053,-163.49386889710206,461.1270987881126,991.2812696444053,991.2812696444053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-854.9723250469698,-854.9723250469698,-854.9723250469698,0.0,0.0,0.0,-854.9723250469698,-854.9723250469698,-854.9723250469698,0.0,0.0,0.0,136.30894459743547
2023-06-05,994.0532391476805,817.5499051215513,1479.196212205555,994.0532391476805,994.0532391476805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.1606157172847,164.1606157172847,164.1606157172847,0.0,0.0,0.0,164.1606157172847,164.1606157172847,164.1606157172847,0.0,0.0,0.0,1158.2138548649652
2023-06-06,996.8252086509559,959.1014438595228,1580.489329953275,996.8252086509559,996.8252086509559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264.0150724896139,264.0150724896139,264.0150724896139,0.0,0.0,0.0,264.0150724896139,264.0150724896139,264.0150724896139,0.0,0.0,0.0,1260.84028114057
2023-06-07,999.5971781542312,935.5517178466109,1556.7334616319251,999.5971781542312,999.5971781542312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.83847335985166,260.83847335985166,260.83847335985166,0.0,0.0,0.0,260.83847335985166,260.83847335985166,260.83847335985166,0.0,0.0,0.0,1260.4356515140828
2023-06-08,1002.3691476575066,965.0335258828542,1610.383216141235,1002.3691476575066,1002.3691476575066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.8037759609177,280.8037759609177,280.8037759609177,0.0,0.0,0.0,280.8037759609177,280.8037759609177,280.8037759609177,0.0,0.0,0.0,1283.1729236184242
2023-06-09,1005.1411171607817,949.2933304833333,1580.808934137406,1005.1411171607817,1005.1411171607817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274.7186836387971,274.7186836387971,274.7186836387971,0.0,0.0,0.0,274.7186836387971,274.7186836387971,274.7186836387971,0.0,0.0,0.0,1279.8598007995788
2023-06-10,1007.9130866640572,305.7874911607161,943.2404642700463,1007.9130866640572,1007.9130866640572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-389.5642961176703,-389.5642961176703,-389.5642961176703,0.0,0.0,0.0,-389.5642961176703,-389.5642961176703,-389.5642961176703,0.0,0.0,0.0,618.3487905463869
2023-06-11,1010.6850561673325,-145.5985817297029,474.6359827384155,1010.6850561673325,1010.6850561673325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-854.972325048383,-854.972325048383,-854.972325048383,0.0,0.0,0.0,-854.972325048383,-854.972325048383,-854.972325048383,0.0,0.0,0.0,155.71273111894948
2023-06-12,1013.4570256706078,866.9172737438671,1484.91322437687,1013.4570256706078,1013.4570256706078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.16061571784613,164.16061571784613,164.16061571784613,0.0,0.0,0.0,164.16061571784613,164.16061571784613,164.16061571784613,0.0,0.0,0.0,1177.6176413884539
2023-06-13,1016.2289951738832,957.4732317645424,1596.0409310729901,1016.2289951738832,1016.2289951738832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264.01507248963895,264.01507248963895,264.01507248963895,0.0,0.0,0.0,264.01507248963895,264.01507248963895,264.01507248963895,0.0,0.0,0.0,1280.2440676635222
2023-06-14,1019.0009646771585,966.6713762962953,1594.113935378854,1019.0009646771585,1019.0009646771585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.83847335958603,260.83847335958603,260.83847335958603,0.0,0.0,0.0,260.83847335958603,260.83847335958603,260.83847335958603,0.0,0.0,0.0,1279.8394380367445
2023-06-15,1021.7729341804338,975.2371050368238,1631.1514825639356,1021.7729341804338,1021.7729341804338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.80377596036374,280.80377596036374,280.80377596036374,0.0,0.0,0.0,280.80377596036374,280.80377596036374,280.80377596036374,0.0,0.0,0.0,1302.5767101407976
2023-06-16,1024.5449036837092,970.4156310486435,1601.1296229687973,1024.5449036837092,1024.5449036837092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274.7186836401316,274.7186836401316,274.7186836401316,0.0,0.0,0.0,274.7186836401316,274.7186836401316,274.7186836401316,0.0,0.0,0.0,1299.2635873238407
2023-06-17,1027.3168731869844,330.58166279950717,974.2640645347359,1027.3168731869844,1027.3168731869844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-389.5642961188914,-389.5642961188914,-389.5642961188914,0.0,0.0,0.0,-389.5642961188914,-389.5642961188914,-389.5642961188914,0.0,0.0,0.0,637.7525770680929
2023-06-18,1030.0888426902598,-164.13392024953288,490.3503375198847,1030.0888426902598,1030.0888426902598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-854.972325048202,-854.972325048202,-854.972325048202,0.0,0.0,0.0,-854.972325048202,-854.972325048202,-854.972325048202,0.0,0.0,0.0,175.11651764205772
2023-06-19,1032.8608121935351,871.8874831469519,1526.6062628891293,1032.8608121935351,1032.8608121935351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.16061571847848,164.16061571847848,164.16061571847848,0.0,0.0,0.0,164.16061571847848,164.16061571847848,164.16061571847848,0.0,0.0,0.0,1197.0214279120137
2023-06-20,1035.6327816968103,973.4946865038223,1599.3595106130215,1035.6327816968103,1035.6327816968103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264.015072489664,264.015072489664,264.015072489664,0.0,0.0,0.0,264.015072489664,264.015072489664,264.015072489664,0.0,0.0,0.0,1299.6478541864744
2023-06-21,1038.4047512000857,999.3726576581901,1602.8296083941827,1038.4047512000857,1038.4047512000857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.8384733600991,260.8384733600991,260.8384733600991,0.0,0.0,0.0,260.8384733600991,260.8384733600991,260.8384733600991,0.0,0.0,0.0,1299.243224560185
2023-06-22,1041.176720703361,1000.4936231917958,1647.680261928534,1041.176720703361,1041.176720703361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.8037759596371,280.8037759596371,280.8037759596371,0.0,0.0,0.0,280.8037759596371,280.8037759596371,280.8037759596371,0.0,0.0,0.0,1321.9804966629981
2023-06-23,1043.948690077945,1009.1497009547717,1630.311985360376,1043.948690077945,1043.948690077945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274.71868364056206,274.71868364056206,274.71868364056206,0.0,0.0,0.0,274.71868364056206,274.71868364056206,274.71868364056206,0.0,0.0,0.0,1318.667373718507
2023-06-24,1046.7206594525287,331.8842478993896,970.0993675372765,1046.7206594525287,1046.7206594525287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-389.5642961192896,-389.5642961192896,-389.5642961192896,0.0,0.0,0.0,-389.5642961192896,-389.5642961192896,-389.5642961192896,0.0,0.0,0.0,657.1563633332391
2023-06-25,1049.4926288271126,-125.50475651646545,541.2409137495156,1049.4926288271126,1049.4926288271126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-854.9723250480209,-854.9723250480209,-854.9723250480209,0.0,0.0,0.0,-854.9723250480209,-854.9723250480209,-854.9723250480209,0.0,0.0,0.0,194.5203037790917
2023-06-26,1052.2645982016963,902.2374971329182,1561.273965515577,1052.2645982016963,1052.2645982016963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.16061571583273,164.16061571583273,164.16061571583273,0.0,0.0,0.0,164.16061571583273,164.16061571583273,164.16061571583273,0.0,0.0,0.0,1216.4252139175292
2023-06-27,1055.0365675762803,1005.3305704436973,1643.4680597306874,1055.0365675762803,1055.0365675762803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264.0150724900682,264.0150724900682,264.0150724900682,0.0,0.0,0.0,264.0150724900682,264.0150724900682,264.0150724900682,0.0,0.0,0.0,1319.0516400663485
2023-06-28,1057.808536950864,998.8902188998662,1627.3176060228136,1057.808536950864,1057.808536950864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.8384733606123,260.8384733606123,260.8384733606123,0.0,0.0,0.0,260.8384733606123,260.8384733606123,260.8384733606123,0.0,0.0,0.0,1318.6470103114762
2023-06-29,1060.5805063254477,1034.6542171620656,1665.3352052292232,1060.5805063254477,1060.5805063254477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.8037759600739,280.8037759600739,280.8037759600739,0.0,0.0,0.0,280.8037759600739,280.8037759600739,280.8037759600739,0.0,0.0,0.0,1341.3842822855215
2023-06-30,1063.3524757000316,1022.8040175579907,1674.563712751965,1063.3524757000316,1063.3524757000316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274.7186836389795,274.7186836389795,274.7186836389795,0.0,0.0,0.0,274.7186836389795,274.7186836389795,274.7186836389795,0.0,0.0,0.0,1338.071159339011
2023-07-01,1066.1244450746156,362.40527559945565,1006.425513871532,1066.1244450746156,1066.1244450746156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-389.5642961196877,-389.5642961196877,-389.5642961196877,0.0,0.0,0.0,-389.5642961196877,-389.5642961196877,-389.5642961196877,0.0,0.0,0.0,676.5601489549279
2023-07-02,1068.8964144491993,-108.0779527568109,543.678814221973,1068.8964144491993,1068.8964144491993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-854.9723250473635,-854.9723250473635,-854.9723250473635,0.0,0.0,0.0,-854.9723250473635,-854.9723250473635,-854.9723250473635,0.0,0.0,0.0,213.92408940183577
2023-07-03,1071.6683838237832,927.8029754512099,1560.86631236561,1071.6683838237832,1071.6683838237832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.1606157164296,164.1606157164296,164.1606157164296,0.0,0.0,0.0,164.1606157164296,164.1606157164296,164.1606157164296,0.0,0.0,0.0,1235.8289995402129
2023-07-04,1074.440353198367,1012.105743775106,1657.1208321644856,1074.440353198367,1074.440353198367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264.0150724896808,264.0150724896808,264.0150724896808,0.0,0.0,0.0,264.0150724896808,264.0150724896808,264.0150724896808,0.0,0.0,0.0,1338.4554256880476
2023-07-05,1077.2123225729508,1004.9249615053576,1666.83802401369,1077.2123225729508,1077.2123225729508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.8384733603466,260.8384733603466,260.8384733603466,0.0,0.0,0.0,260.8384733603466,260.8384733603466,260.8384733603466,0.0,0.0,0.0,1338.0507959332974
2023-07-06,1079.9842919475345,1043.9838797885418,1647.4614236804164,1079.9842919475345,1079.9842919475345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.80377596051056,280.80377596051056,280.80377596051056,0.0,0.0,0.0,280.80377596051056,280.80377596051056,280.80377596051056,0.0,0.0,0.0,1360.7880679080452
2023-07-07,1082.7562613221185,1054.9547546523286,1674.1823196737862,1082.7562613221185,1082.7562613221185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274.7186836394101,274.7186836394101,274.7186836394101,0.0,0.0,0.0,274.7186836394101,274.7186836394101,274.7186836394101,0.0,0.0,0.0,1357.4749449615285
2023-07-08,1085.5282306967022,374.4080223100674,1009.6919254381603,1085.5282306967022,1085.5282306967022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-389.56429611686144,-389.56429611686144,-389.56429611686144,0.0,0.0,0.0,-389.56429611686144,-389.56429611686144,-389.56429611686144,0.0,0.0,0.0,695.9639345798407
2023-07-09,1088.300200071286,-93.2859813574603,530.3526308828049,1088.300200071286,1088.300200071286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-854.9723250467061,-854.9723250467061,-854.9723250467061,0.0,0.0,0.0,-854.9723250467061,-854.9723250467061,-854.9723250467061,0.0,0.0,0.0,233.32787502457995
2023-07-10,1091.0721694458698,924.9355239394135,1589.1052877275438,1091.0721694458698,1091.0721694458698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.16061571699097,164.16061571699097,164.16061571699097,0.0,0.0,0.0,164.16061571699097,164.16061571699097,164.16061571699097,0.0,0.0,0.0,1255.2327851628609
2023-07-11,1093.8441388204537,1042.591094333809,1674.5095968865003,1093.8441388204537,1093.8441388204537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264.0150724901183,264.0150724901183,264.0150724901183,0.0,0.0,0.0,264.0150724901183,264.0150724901183,264.0150724901183,0.0,0.0,0.0,1357.859211310572
2023-07-12,1096.6161081950374,1030.1917788938383,1692.8615032674722,1096.6161081950374,1096.6161081950374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.83847336008097,260.83847336008097,260.83847336008097,0.0,0.0,0.0,260.83847336008097,260.83847336008097,260.83847336008097,0.0,0.0,0.0,1357.4545815551185
2023-07-13,1099.3880775696211,1070.429226528543,1705.066564937671,1099.3880775696211,1099.3880775696211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.803775959784,280.803775959784,280.803775959784,0.0,0.0,0.0,280.803775959784,280.803775959784,280.803775959784,0.0,0.0,0.0,1380.191853529405
2023-07-14,1099.3922477382791,1049.3857504303737,1677.7928849974953,1099.3922477382791,1099.3922477382791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274.718683638834,274.718683638834,274.718683638834,0.0,0.0,0.0,274.718683638834,274.718683638834,274.718683638834,0.0,0.0,0.0,1374.110931377113
2023-07-15,1099.3964179069367,379.7856327071525,1032.2926541280933,1099.3964179069367,1099.3964179069367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-389.56429611808255,-389.56429611808255,-389.56429611808255,0.0,0.0,0.0,-389.56429611808255,-389.56429611808255,-389.56429611808255,0.0,0.0,0.0,709.8321217888541
