date,material,price,disc,freight,icms_st,difal,ipi,total,qty,unit_price,unit_cost,surcharge,year_month
2023-03-28,Base capuccino,900.0,0.0,90.0,0.0,59.4,0.0,1049.4,20000.0,0.045,0.05247,0.16600000000000015,2023-03
2023-03-28,Base chocolate quente,430.0,0.0,43.0,0.0,28.38,0.0,501.38,10000.0,0.043,0.050138,0.16599999999999993,2023-03
2023-03-28,Base creme,675.0,0.0,67.5,0.0,44.55,0.0,787.05,25000.0,0.027,0.031481999999999996,0.16599999999999993,2023-03
2023-03-28,Calda de chocolate,570.0,0.0,57.0,0.0,37.62,0.0,664.62,9000.0,0.06333333333333334,0.07384666666666667,0.16599999999999993,2023-03
2023-03-28,Café em grão,1300.0,0.0,130.0,0.0,85.8,0.0,1515.8,20000.0,0.065,0.07579,0.16599999999999993,2023-03
2023-03-28,Go Cup,35.0,0.0,3.5,0.0,2.31,0.0,40.81,5.0,7.0,8.162,0.16600000000000015,2023-03
2022-11-24,Cookie Limão,40.8,0.0,22.77,0.0,0.0,0.0,63.56999999999999,12.0,3.4,5.297499999999999,0.5580882352941177,2022-11
2022-11-24,Cookie Nutella,68.4,0.0,38.17,0.0,0.0,0.0,106.57000000000001,18.0,3.8000000000000003,5.920555555555556,0.5580409356725147,2022-11
2022-11-24,Cookie Gotas,90.0,0.0,50.22,0.0,0.0,0.0,140.22,36.0,2.5,3.895,0.558,2022-11
2022-11-24,Brownie,69.6,0.0,38.84,0.0,0.0,0.0,108.44,24.0,2.9,4.5183333333333335,0.5580459770114943,2022-11
2023-06-22,Base capuccino,450.0,0.0,45.0,0.0,29.7,0.0,524.7,10000.0,0.045,0.05247,0.16600000000000015,2023-06
2023-06-22,Base chocolate quente,430.0,0.0,43.0,0.0,28.38,0.0,501.38,10000.0,0.043,0.050138,0.16599999999999993,2023-06
2023-06-22,Calda de chocolate,380.0,0.0,38.0,0.0,25.08,0.0,443.08,6000.0,0.06333333333333334,0.07384666666666666,0.16599999999999993,2023-06
2023-06-22,Mistura Chocolate Quente,43.8,0.0,4.38,0.0,2.89,0.0,51.07,2.0,21.9,25.535,0.1659817351598174,2023-06
2023-06-22,Drip Coffee Mantiqueira - Linha Home,41.0,0.0,4.1,0.0,2.71,0.0,47.81,2.0,20.5,23.905,0.1660975609756099,2023-06
2023-06-22,Drip Coffee Clássico - Linha Home,41.0,0.0,4.1,0.0,2.71,0.0,47.81,2.0,20.5,23.905,0.1660975609756099,2023-06
2023-06-22,Drip Coffee Chapada - Linha Home,41.0,0.0,4.1,0.0,2.71,0.0,47.81,2.0,20.5,23.905,0.1660975609756099,2023-06
2023-06-22,Café em grão,650.0,0.0,65.0,0.0,42.9,0.0,757.9,10000.0,0.065,0.07579,0.16599999999999993,2023-06
2023-06-22,Kit Frappe Barbie 2023,187.0,0.0,18.7,42.91,0.0,0.0,248.60999999999999,1.0,187.0,248.60999999999999,0.3294652406417111,2023-06
2023-05-23,Coffee roast,175.5,0.0,17.55,0.0,11.58,0.0,204.63000000000002,2400.0,0.073125,0.0852625,0.1659829059829061,2023-05
2023-05-23,Base capuccino,900.0,0.0,90.0,0.0,59.4,0.0,1049.4,20000.0,0.045,0.05247,0.16600000000000015,2023-05
2023-05-23,Café em grão,1200.0,0.0,120.0,0.0,79.2,0.0,1399.2,20000.0,0.06,0.06996000000000001,0.16600000000000015,2023-05
2023-05-23,Calda de chocolate,190.0,0.0,19.0,0.0,12.54,0.0,221.54,3000.0,0.06333333333333334,0.07384666666666666,0.16599999999999993,2023-05
2023-06-07,Coca-cola,72.0,0.0,0.0,0.0,0.0,0.0,72.0,8400.0,0.008571428571428572,0.008571428571428572,0.0,2023-06
2023-06-07,Coca-cola zero,36.0,0.0,0.0,0.0,0.0,0.0,36.0,4200.0,0.008571428571428572,0.008571428571428572,0.0,2023-06
2023-06-07,Água sem gás,19.8,0.0,0.0,0.0,0.0,0.0,19.8,6000.0,0.0033,0.0033,0.0,2023-06
2023-06-07,Água com gás,21.0,0.0,0.0,0.0,0.0,0.0,21.0,6000.0,0.0035,0.0035,0.0,2023-06
2022-12-01,Brownie,261.0,0.0,41.71,0.0,0.0,0.0,302.71,90.0,2.9,3.3634444444444442,0.1598084291187738,2022-12
2022-12-01,Cookie Belga,186.0,0.0,29.73,0.0,0.0,0.0,215.73,60.0,3.1,3.5955,0.1598387096774192,2022-12
2022-12-01,Cookie Gotas,150.0,0.0,23.97,0.0,0.0,0.0,173.97,60.0,2.5,2.8995,0.15979999999999994,2022-12
2022-12-01,Cookie Limão,122.4,0.0,19.56,0.0,0.0,0.0,141.96,36.0,3.4000000000000004,3.9433333333333334,0.15980392156862755,2022-12
2022-12-01,Cookie Ninho,80.4,0.0,12.85,0.0,0.0,0.0,93.25,24.0,3.35,3.8854166666666665,0.15982587064676612,2022-12
2022-12-01,Muffin Chocolate,31.68,0.0,5.06,0.0,0.0,0.0,36.74,12.0,2.64,3.061666666666667,0.15972222222222232,2022-12
2022-12-01,Muffin de Banoffee,45.0,0.0,7.19,0.0,0.0,0.0,52.19,18.0,2.5,2.8994444444444443,0.1597777777777778,2022-12
2022-12-01,Muffin Baunilha com Gotas de Chocolate,44.1,0.0,7.05,0.0,0.0,0.0,51.15,18.0,2.45,2.841666666666667,0.15986394557823114,2022-12
2022-12-01,Cookie Duo,18.0,0.0,2.88,0.0,0.0,0.0,20.88,6.0,3.0,3.48,0.15999999999999992,2022-12
2023-06-13,Leite integral,342.0,4.32,0.0,0.0,0.0,0.0,337.68,72000.0,0.00475,0.00469,-0.012631578947368438,2023-06
2023-06-13,Leite sem lactose,32.34,0.0,0.0,0.0,0.0,0.0,32.34,6000.0,0.005390000000000001,0.005390000000000001,0.0,2023-06
2022-10-21,Muffin de Banoffee,15.0,0.0,7.58,0.0,0.0,0.0,22.58,6.0,2.5,3.763333333333333,0.5053333333333332,2022-10
2022-10-21,Muffin Chocolate,15.84,0.0,8.0,0.0,0.0,0.0,23.84,6.0,2.64,3.973333333333333,0.505050505050505,2022-10
2022-10-21,Muffin Baunilha com Gotas de Chocolate,14.7,0.0,7.43,0.0,0.0,0.0,22.13,6.0,2.4499999999999997,3.688333333333333,0.5054421768707482,2022-10
2022-10-21,Brownie,52.2,0.0,26.37,0.0,0.0,0.0,78.57000000000001,18.0,2.9000000000000004,4.365,0.5051724137931035,2022-10
2022-10-21,Cookie Limão,40.8,0.0,20.61,0.0,0.0,0.0,61.41,12.0,3.4,5.1175,0.5051470588235294,2022-10
2022-10-21,Cookie Gotas,45.0,0.0,22.73,0.0,0.0,0.0,67.73,18.0,2.5,3.762777777777778,0.5051111111111113,2022-10
2022-10-21,Cookie Belga,37.2,0.0,18.79,0.0,0.0,0.0,55.99,12.0,3.1,4.6658333333333335,0.5051075268817204,2022-10
2022-10-21,Cookie Duo,36.0,0.0,18.19,0.0,0.0,0.0,54.19,12.0,3.0,4.515833333333333,0.5052777777777777,2022-10
2022-10-21,Cookie Ninho,40.2,0.0,20.3,0.0,0.0,0.0,60.5,12.0,3.35,5.041666666666667,0.5049751243781093,2022-10
2022-08-30,Xarope caramel,312.0,0.0,31.2,0.0,0.0,0.0,343.2,8000.0,0.039,0.0429,0.09999999999999987,2022-08
2022-08-30,Xarope baunilha,312.0,0.0,31.2,0.0,0.0,0.0,343.2,8000.0,0.039,0.0429,0.09999999999999987,2022-08
2022-08-30,Xarope morango,234.0,0.0,23.4,0.0,0.0,0.0,257.4,6000.0,0.039,0.042899999999999994,0.09999999999999987,2022-08
2022-08-30,Xarope banana,195.0,0.0,19.5,0.0,0.0,0.0,214.5,5000.0,0.039,0.0429,0.10000000000000009,2022-08
2022-08-30,Xarope matte,195.0,0.0,19.5,0.0,0.0,0.0,214.5,5000.0,0.039,0.0429,0.10000000000000009,2022-08
2022-08-30,Xarope cereja,156.0,0.0,15.6,0.0,0.0,0.0,171.6,4000.0,0.039,0.0429,0.09999999999999987,2022-08
2022-08-30,Xarope caramel salgado,234.0,0.0,23.4,0.0,0.0,0.0,257.4,6000.0,0.039,0.042899999999999994,0.09999999999999987,2022-08
2022-08-30,Xarope limão siciliano,234.0,0.0,23.4,0.0,0.0,0.0,257.4,6000.0,0.039,0.042899999999999994,0.09999999999999987,2022-08
2022-08-30,Xarope maçã verde,234.0,0.0,23.4,0.0,0.0,0.0,257.4,6000.0,0.039,0.042899999999999994,0.09999999999999987,2022-08
2022-08-30,Base capuccino,1050.0,0.0,105.0,0.0,0.0,0.0,1155.0,25000.0,0.042,0.0462,0.10000000000000009,2022-08
2022-08-30,Base chocolate quente,1035.0,0.0,103.5,0.0,0.0,0.0,1138.5,25000.0,0.0414,0.04554,0.10000000000000009,2022-08
2022-08-30,Calda de chocolate,340.0,0.0,34.0,0.0,0.0,0.0,374.0,6000.0,0.056666666666666664,0.06233333333333333,0.10000000000000009,2022-08
2022-08-30,Matcha,500.0,0.0,50.0,0.0,0.0,0.0,550.0,10000.0,0.05,0.055,0.10000000000000009,2022-08
2022-08-30,Embalagem café - 100 e 200g,17.5,0.0,1.75,0.0,0.0,0.0,19.25,5.0,3.5,3.85,0.10000000000000009,2022-08
2022-08-30,Coffee roast,480.0,0.0,48.0,0.0,0.0,0.0,528.0,9600.0,0.05,0.055,0.10000000000000009,2022-08
2022-08-30,Go Cup,112.0,0.0,11.2,0.0,0.0,0.0,123.2,16.0,7.0,7.7,0.10000000000000009,2022-08
2022-08-30,Mistura Cappuccino,199.0,0.0,19.9,0.0,0.0,0.0,218.9,10.0,19.9,21.89,0.10000000000000009,2022-08
2022-08-30,Mistura Chocolate Quente,179.0,0.0,17.9,0.0,0.0,0.0,196.9,10.0,17.9,19.69,0.10000000000000009,2022-08
2022-08-30,Xarope caramel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,0.0,,2022-08
2023-06-15,Marshmallow,33.96,0.0,0.0,0.0,0.0,0.0,33.96,1000.0,0.033960000000000004,0.033960000000000004,0.0,2023-06
2023-06-15,Marshmallow Torção,8.49,0.0,0.0,0.0,0.0,0.0,8.49,250.0,0.033960000000000004,0.033960000000000004,0.0,2023-06
2022-09-12,Cobertura doce de leite,35.98,14.68,0.0,0.0,0.0,0.0,21.299999999999997,2600.0,0.013838461538461537,0.008192307692307691,-0.40800444691495275,2022-09
2022-11-15,Xarope avelã,59.99,0.0,0.0,0.0,0.0,0.0,59.99,1000.0,0.05999,0.05999,0.0,2022-11
2022-11-16,Base capuccino,420.0,0.0,42.0,0.0,0.0,0.0,462.0,10000.0,0.042,0.0462,0.10000000000000009,2022-11
2022-11-16,Base chocolate quente,414.0,0.0,41.4,0.0,0.0,0.0,455.4,10000.0,0.0414,0.04554,0.09999999999999987,2022-11
2022-12-21,Cookie Nutella,159.6,0.0,0.0,0.0,0.0,0.0,159.6,42.0,3.8,3.8,0.0,2022-12
2023-05-29,Pão de queijo - 90g,260.0,0.0,0.0,0.0,0.0,0.0,260.0,102.0,2.549019607843137,2.549019607843137,0.0,2023-05
2023-05-29,Folhado de frango,125.0,0.0,0.0,0.0,0.0,0.0,125.0,27.0,4.62962962962963,4.62962962962963,0.0,2023-05
2023-05-29,Folhado de presunto e queijo,125.0,0.0,0.0,0.0,0.0,0.0,125.0,27.0,4.62962962962963,4.62962962962963,0.0,2023-05
2023-05-29,Folhado de perú com queijo minas,125.0,0.0,0.0,0.0,0.0,0.0,125.0,27.0,4.62962962962963,4.62962962962963,0.0,2023-05
2022-09-03,Filtro Hario,195.0,0.0,0.0,0.0,0.0,0.0,195.0,300.0,0.65,0.65,0.0,2022-09
2023-02-01,Brownie,121.8,0.0,20.58,0.0,8.54,0.0,150.92,42.0,2.9,3.593333333333333,0.23908045977011483,2023-02
2023-02-01,Cookie Belga,74.4,0.0,12.57,0.0,5.22,0.0,92.19,24.0,3.1,3.84125,0.23911290322580636,2023-02
2023-02-01,Cookie Duo,72.0,0.0,12.16,0.0,5.05,0.0,89.21,24.0,3.0,3.717083333333333,0.23902777777777762,2023-02
2023-02-01,Cookie Ninho,80.4,0.0,13.58,0.0,5.64,0.0,99.62,24.0,3.35,4.150833333333334,0.23905472636815928,2023-02
2023-02-01,Cookie Nutella,159.6,0.0,26.96,0.0,11.19,0.0,197.75,42.0,3.8,4.708333333333333,0.23903508771929838,2023-02
2023-02-01,Cookie Vegan,21.0,0.0,3.55,0.0,1.47,0.0,26.02,6.0,3.5,4.336666666666667,0.23904761904761895,2023-02
2023-02-01,Cookie Limão,102.0,0.0,17.23,0.0,7.15,0.0,126.38000000000001,30.0,3.4,4.212666666666667,0.23901960784313725,2023-02
2023-02-01,Cookie Gotas,105.0,0.0,17.74,0.0,7.36,0.0,130.1,42.0,2.5,3.0976190476190473,0.23904761904761895,2023-02
2023-02-01,Muffin de Banoffee,60.0,0.0,10.14,0.0,4.21,0.0,74.35,24.0,2.5,3.0979166666666664,0.23916666666666653,2023-02
2023-02-01,Muffin Baunilha com Gotas de Chocolate,44.1,0.0,7.45,0.0,3.09,0.0,54.64,18.0,2.45,3.035555555555556,0.23900226757369603,2023-02
2023-02-01,Muffin Chocolate,47.52,0.0,8.04,0.0,3.33,0.0,58.89,18.0,2.64,3.2716666666666665,0.23926767676767668,2023-02
2023-05-06,Gotas de chocolate,43.8,0.0,0.0,0.0,0.0,0.0,43.8,2020.0,0.02168316831683168,0.02168316831683168,0.0,2023-05
2023-06-06,Esfiha de calabresa,71.35,0.0,0.0,0.0,0.0,0.0,71.35,20.0,3.5675,3.5675,0.0,2023-06
2023-06-06,Esfiha de carne,142.7,0.0,0.0,0.0,0.0,0.0,142.7,40.0,3.5675,3.5675,0.0,2023-06
2023-06-06,Pão de batata de requeijão,71.35,0.0,0.0,0.0,0.0,0.0,71.35,20.0,3.5675,3.5675,0.0,2023-06
2023-06-06,Baguete integral de brócolis,79.82,0.0,0.0,0.0,0.0,0.0,79.82,20.0,3.9909999999999997,3.9909999999999997,0.0,2023-06
2023-03-20,Adoçante sucralose,36.33,0.0,0.0,0.0,0.0,0.0,36.33,400.0,0.09082499999999999,0.09082499999999999,0.0,2023-03
2023-03-20,Copo descartável plástico,19.8,0.0,0.0,0.0,0.0,0.0,19.8,150.0,0.132,0.132,0.0,2023-03
2022-09-10,Cobertura caramelo,39.98,0.0,0.0,0.0,0.0,0.0,39.98,2600.0,0.015376923076923076,0.015376923076923076,0.0,2022-09
2023-01-16,Gás NO2,340.29,0.0,0.0,0.0,0.0,0.0,340.29,100.0,3.4029000000000003,3.4029000000000003,0.0,2023-01
2023-03-22,Água sem gás,39.6,0.0,0.0,0.0,0.0,0.0,39.6,12000.0,0.0033,0.0033,0.0,2023-03
2023-03-22,Água com gás,42.0,0.0,0.0,0.0,0.0,0.0,42.0,12000.0,0.0035,0.0035,0.0,2023-03
2023-03-22,Coca-cola,36.0,0.0,0.0,0.0,0.0,0.0,36.0,4200.0,0.008571428571428572,0.008571428571428572,0.0,2023-03
2022-10-06,Muffin de Banoffee,90.0,0.0,49.41,0.0,0.0,0.0,139.41,36.0,2.5,3.8725,0.5489999999999999,2022-10
2022-10-06,Muffin Chocolate,95.04,0.0,52.17,0.0,0.0,0.0,147.21,36.0,2.64,4.089166666666667,0.5489267676767677,2022-10
2022-10-06,Muffin Baunilha com Gotas de Chocolate,88.2,0.0,48.42,0.0,0.0,0.0,136.62,36.0,2.45,3.795,0.5489795918367346,2022-10
2023-05-24,Cinta Homem-Aranha ,40.0,0.0,0.0,0.0,2.4,0.0,42.4,1.0,40.0,42.4,0.06000000000000005,2023-05
2022-09-23,Kit Frappe Halloween,88.0,0.0,0.0,0.0,0.0,0.0,88.0,1.0,88.0,88.0,0.0,2022-09
2023-03-07,Café em grão,975.0,0.0,75.0,0.0,63.0,0.0,1113.0,15000.0,0.065,0.0742,0.1415384615384616,2023-03
2022-11-24,Pão de queijo - 90g,62.16,0.0,0.0,0.0,0.0,0.0,62.16,44.0,1.4127272727272726,1.4127272727272726,0.0,2022-11
2022-11-24,Coxinha de frango,129.72,0.0,0.0,0.0,0.0,0.0,129.72,40.0,3.243,3.243,0.0,2022-11
2022-11-24,Coxinha de frango e requeijão,132.08,0.0,0.0,0.0,0.0,0.0,132.08,40.0,3.3020000000000005,3.3020000000000005,0.0,2022-11
2022-11-24,Baguete integral de brócolis,72.56,0.0,0.0,0.0,0.0,0.0,72.56,20.0,3.628,3.628,0.0,2022-11
2022-09-12,Açúcar mascavo,94.26,9.44,0.0,0.0,0.0,0.0,84.82000000000001,400.0,0.23565000000000003,0.21205000000000002,-0.10014852535539998,2022-09
2023-06-21,Pão de queijo - 90g,260.0,0.0,0.0,0.0,0.0,0.0,260.0,102.0,2.549019607843137,2.549019607843137,0.0,2023-06
2023-06-21,Folhado de frango,125.0,0.0,0.0,0.0,0.0,0.0,125.0,27.0,4.62962962962963,4.62962962962963,0.0,2023-06
2023-06-21,Folhado de presunto e queijo,125.0,0.0,0.0,0.0,0.0,0.0,125.0,27.0,4.62962962962963,4.62962962962963,0.0,2023-06
2023-06-21,Folhado de perú com queijo minas,125.0,0.0,0.0,0.0,0.0,0.0,125.0,27.0,4.62962962962963,4.62962962962963,0.0,2023-06
2023-06-21,Coxinha de frango e requeijão,254.76,0.0,0.0,0.0,0.0,0.0,254.76,72.0,3.538333333333333,3.538333333333333,0.0,2023-06
2023-01-30,Folhado de presunto e queijo,223.84,0.0,0.0,0.0,0.0,0.0,223.84,54.0,4.145185185185185,4.145185185185185,0.0,2023-01
2023-01-30,Folhado de perú com queijo minas,111.92,0.0,0.0,0.0,0.0,0.0,111.92,27.0,4.145185185185185,4.145185185185185,0.0,2023-01
2023-01-30,Coxinha de frango e requeijão,221.53,0.0,0.0,0.0,0.0,0.0,221.53,72.0,3.0768055555555556,3.0768055555555556,0.0,2023-01
2023-05-13,Marshmallow,35.6,0.0,0.0,0.0,0.0,0.0,35.6,1000.0,0.0356,0.0356,0.0,2023-05
2023-02-23,Xarope avelã,141.98,0.0,0.0,0.0,0.0,0.0,141.98,2000.0,0.07099,0.07099,0.0,2023-02
2023-02-23,Xarope chai,141.98,0.0,0.0,0.0,0.0,0.0,141.98,2000.0,0.07099,0.07099,0.0,2023-02
2023-02-23,Xarope chocolate,70.99,0.0,0.0,0.0,0.0,0.0,70.99,1000.0,0.07099,0.07099,0.0,2023-02
2022-11-15,Xarope chai,59.05,0.0,0.0,0.0,0.0,0.0,59.05,1000.0,0.05905,0.05905,0.0,2022-11
2022-09-10,Cobertura de morango,59.98,0.0,0.0,0.0,0.0,0.0,59.98,2600.0,0.02306923076923077,0.02306923076923077,0.0,2022-09
2023-03-08,Base creme,675.0,0.0,67.5,0.0,44.55,0.0,787.05,25000.0,0.027,0.031481999999999996,0.16599999999999993,2023-03
2023-03-08,Xarope baunilha,43.0,0.0,4.3,0.0,2.84,0.0,50.14,1000.0,0.043,0.050140000000000004,0.16604651162790707,2023-03
2023-05-24,Esfiha de calabresa,142.7,0.0,0.0,0.0,0.0,0.0,142.7,40.0,3.5675,3.5675,0.0,2023-05
2023-05-24,Esfiha de carne,142.7,0.0,0.0,0.0,0.0,0.0,142.7,40.0,3.5675,3.5675,0.0,2023-05
2023-05-24,Pão de batata de requeijão,142.7,0.0,0.0,0.0,0.0,0.0,142.7,40.0,3.5675,3.5675,0.0,2023-05
2023-05-24,Baguete integral de brócolis,79.82,0.0,0.0,0.0,0.0,0.0,79.82,20.0,3.9909999999999997,3.9909999999999997,0.0,2023-05
2023-06-12,Xarope avelã,137.0,0.0,0.0,0.0,0.0,0.0,137.0,2000.0,0.0685,0.0685,0.0,2023-06
2023-06-12,Xarope chai,137.0,0.0,0.0,0.0,0.0,0.0,137.0,2000.0,0.0685,0.0685,0.0,2023-06
2023-06-12,Xarope romã,137.0,0.0,0.0,0.0,0.0,0.0,137.0,2000.0,0.0685,0.0685,0.0,2023-06
2022-09-10,Marshmallow,23.07,0.0,0.0,0.0,0.0,0.0,23.07,750.0,0.03076,0.03076,0.0,2022-09
2022-11-26,Copo descartável plástico,14.78,0.0,0.0,0.0,0.0,0.0,14.78,100.0,0.1478,0.1478,0.0,2022-11
2022-11-26,Leite integral,110.16,2.4,0.0,0.0,0.0,0.0,107.75999999999999,24000.0,0.0045899999999999995,0.004489999999999999,-0.02178649237472774,2022-11
2023-05-02,Embalagem café - 100 e 200g,35.0,0.0,4.83,0.0,2.39,0.0,42.22,10.0,3.5,4.2219999999999995,0.20628571428571418,2023-05
2023-05-02,Embalagem pop slice triangular,60.0,0.0,8.28,0.0,4.1,0.0,72.38,100.0,0.6,0.7238,0.20633333333333326,2023-05
2023-05-02,Embalagem pop slice quadrada,26.4,0.0,3.64,0.0,1.8,0.0,31.84,25.0,1.056,1.2736,0.20606060606060606,2023-05
2023-05-02,Xarope blue ice,48.0,0.0,6.62,11.4,0.0,0.0,66.02,1000.0,0.048,0.06602,0.3754166666666665,2023-05
2023-05-02,Kit Frappe Milho Verde,48.0,0.0,6.63,11.39,0.0,0.0,66.02000000000001,1000.0,0.048,0.06602000000000001,0.37541666666666695,2023-05
2023-03-30,Tampa bolha plástica,272.94,0.0,27.86,0.0,18.05,0.0,318.85,800.0,0.341175,0.39856250000000004,0.16820546640287248,2023-03
2023-03-30,Saco Kraft,271.02,0.0,27.66,0.0,17.92,0.0,316.6,500.0,0.54204,0.6332000000000001,0.1681794701498045,2023-03
2023-03-30,Saco para salgados,137.4,0.0,14.03,0.0,9.09,0.0,160.52,2000.0,0.0687,0.08026000000000001,0.16826783114992727,2023-03
2023-06-11,Gás NO2,340.71,0.0,0.0,0.0,0.0,0.0,340.71,100.0,3.4071,3.4071,0.0,2023-06
2023-06-30,Xarope caramel,215.0,0.0,30.0,51.11,0.0,0.0,296.11,5000.0,0.043,0.059222000000000004,0.3772558139534885,2023-06
2022-12-30,Leite sem lactose,63.48,1.2,0.0,0.0,0.0,0.0,62.279999999999994,12000.0,0.0052899999999999996,0.005189999999999999,-0.01890359168241973,2022-12
2023-06-20,Hibisco,48.75,0.0,0.0,0.0,0.0,0.0,48.75,1000.0,0.04875,0.04875,0.0,2023-06
2023-01-19,Copo plástico G,646.87,0.0,0.0,0.0,38.81,0.0,685.6800000000001,1000.0,0.6468700000000001,0.6856800000000001,0.05999659900752863,2023-01
2023-01-19,Tampa reta plástica,166.01,0.0,0.0,0.0,9.96,0.0,175.97,1000.0,0.16601,0.17597,0.059996385759893966,2023-01
2022-09-10,Leite de aveia,197.02,0.0,0.0,0.0,0.0,0.0,197.02,12000.0,0.016418333333333333,0.016418333333333333,0.0,2022-09
2023-02-03,Leite integral,25.5,0.0,0.0,0.0,0.0,0.0,25.5,5000.0,0.0051,0.0051,0.0,2023-02
2023-03-30,Mexedor de madeira,24.5,0.0,0.0,0.0,0.0,0.0,24.5,500.0,0.049,0.049,0.0,2023-03
2023-05-24,Cobertura de morango,50.43,0.0,0.0,0.0,0.0,0.0,50.43,3900.0,0.01293076923076923,0.01293076923076923,0.0,2023-05
2023-05-24,Chantilly,155.2,0.0,0.0,0.0,0.0,0.0,155.2,10000.0,0.015519999999999999,0.015519999999999999,0.0,2023-05
2022-11-21,Copo papel P,293.75,0.0,30.83,0.0,19.47,0.0,344.04999999999995,1000.0,0.29375,0.34404999999999997,0.1712340425531913,2022-11
2022-11-21,Tampa bolha plástica,136.47,0.0,14.32,0.0,9.05,0.0,159.84,400.0,0.341175,0.3996,0.1712464277863266,2022-11
2022-11-21,Saco para salgados,93.9,0.0,9.85,0.0,6.83,10.12,120.7,1500.0,0.0626,0.08046666666666667,0.2854100106496271,2022-11
2023-05-12,Base creme,540.0,0.0,54.0,123.9,0.0,0.0,717.9,20000.0,0.027,0.035894999999999996,0.32944444444444443,2023-05
2023-05-12,Xarope caramel,172.0,0.0,17.2,39.47,0.0,0.0,228.67,4000.0,0.043,0.057167499999999996,0.32947674418604644,2023-05
2023-05-12,Matcha,295.0,0.0,29.5,67.69,0.0,0.0,392.19,5000.0,0.059,0.078438,0.329457627118644,2023-05
2023-02-10,Coca-cola,36.0,0.0,0.0,0.0,0.0,0.0,36.0,4200.0,0.008571428571428572,0.008571428571428572,0.0,2023-02
2023-02-10,Coca-cola zero,72.0,0.0,0.0,0.0,0.0,0.0,72.0,8400.0,0.008571428571428572,0.008571428571428572,0.0,2023-02
2023-02-10,Água com gás,42.0,0.0,0.0,0.0,0.0,0.0,42.0,12000.0,0.0035,0.0035,0.0,2023-02
